region,year,age,city,village
Harkivska,2004,15-19,1 823,885
Harkivska,2004,20-24,6 998,1 942
Harkivska,2004,25-29,5 408,1 076
Harkivska,2004,30-34,2 755,560
Harkivska,2004,35-39,927,168
Harkivska,2004,40-44,176,48
Harkivska,2004,45-49,7,4
Harkivska,2004,50-54,0,0
Harkivska,2004,55 and older,0,0
Harkivska,2005,before 15,4,5
Harkivska,2005,15-19,1 695,812
Harkivska,2005,20-24,6 633,1 869
Harkivska,2005,25-29,5 605,1 071
Harkivska,2005,30-34,2 890,557
Harkivska,2005,35-39,928,156
Harkivska,2005,40-44,175,46
Harkivska,2005,45-49,4,1
Harkivska,2005,50-54,0,0
Harkivska,2005,55 and older,0,0
Harkivska,2006,before 15,7,1
Harkivska,2006,15-19,1 655,791
Harkivska,2006,20-24,6 743,1 851
Harkivska,2006,25-29,6 183,1 210
Harkivska,2006,30-34,3 341,619
Harkivska,2006,35-39,1 144,223
Harkivska,2006,40-44,195,47
Harkivska,2006,45-49,11,3
Harkivska,2006,50-54,1,0
Harkivska,2006,55 and older,0,0
Harkivska,2007,before 15,3,3
Harkivska,2007,15-19,1 576,774
Harkivska,2007,20-24,6 860,2 046
Harkivska,2007,25-29,6 531,1 337
Harkivska,2007,30-34,3 558,688
Harkivska,2007,35-39,1 341,243
Harkivska,2007,40-44,239,50
Harkivska,2007,45-49,16,2
Harkivska,2007,50-54,2,0
Harkivska,2007,55 and older,0,0
Harkivska,2008,before 15,9,4
Harkivska,2008,15-19,1 543,843
Harkivska,2008,20-24,7 079,2 176
Harkivska,2008,25-29,7 070,1 466
Harkivska,2008,30-34,4 013,787
Harkivska,2008,35-39,1 608,300
Harkivska,2008,40-44,241,50
Harkivska,2008,45-49,15,2
Harkivska,2008,50-54,1,0
Harkivska,2008,55 and older,0,0
Harkivska,2009,before 15,6,1
Harkivska,2009,15-19,1 267,756
Harkivska,2009,20-24,6 668,2 168
Harkivska,2009,25-29,7 342,1 538
Harkivska,2009,30-34,4 252,798
Harkivska,2009,35-39,1 712,343
Harkivska,2009,40-44,303,47
Harkivska,2009,45-49,17,5
Harkivska,2009,50-54,3,0
Harkivska,2009,55 and older,0,0
Harkivska,2010,before 15,3,3
Harkivska,2010,15-19,1 058,687
Harkivska,2010,20-24,5 790,2 090
Harkivska,2010,25-29,7 273,1 624
Harkivska,2010,30-34,4 372,877
Harkivska,2010,35-39,1 702,359
Harkivska,2010,40-44,335,73
Harkivska,2010,45-49,15,1
Harkivska,2010,50-54,5,0
Harkivska,2010,55 and older,2,0
Harkivska,2011,before 15,2,0
Harkivska,2011,15-19,913,620
Harkivska,2011,20-24,5 403,1 977
Harkivska,2011,25-29,7 398,1 636
Harkivska,2011,30-34,4 609,935
Harkivska,2011,35-39,1 919,384
Harkivska,2011,40-44,326,79
Harkivska,2011,45-49,20,6
Harkivska,2011,50-54,0,0
Harkivska,2011,55 and older,1,0
Harkivska,2012,before 15,5,3
Harkivska,2012,15-19,890,594
Harkivska,2012,20-24,5 175,1 950
Harkivska,2012,25-29,7 784,1 747
Harkivska,2012,30-34,4 892,1 000
Harkivska,2012,35-39,2 179,456
Harkivska,2012,40-44,387,72
Harkivska,2012,45-49,28,1
Harkivska,2012,50-54,11,0
Harkivska,2012,55 and older,2,0
Harkivska,2013,before 15,4,1
Harkivska,2013,15-19,854,528
Harkivska,2013,20-24,4 794,1 859
Harkivska,2013,25-29,7 675,1 693
Harkivska,2013,30-34,5 127,1 011
Harkivska,2013,35-39,2 160,390
Harkivska,2013,40-44,417,81
Harkivska,2013,45-49,33,5
Harkivska,2013,50-54,6,0
Harkivska,2013,55 and older,2,0
Harkivska,2014,before 15,6,2
Harkivska,2014,15-19,777,559
Harkivska,2014,20-24,4 504,1 718
Harkivska,2014,25-29,8 014,1 803
Harkivska,2014,30-34,5 742,1 015
Harkivska,2014,35-39,2 432,456
Harkivska,2014,40-44,442,96
Harkivska,2014,45-49,44,7
Harkivska,2014,50-54,13,0
Harkivska,2014,55 and older,1,0
Harkivska,2015,before 15,3,5
Harkivska,2015,15-19,710,512
Harkivska,2015,20-24,4 087,1 578
Harkivska,2015,25-29,7 260,1 526
Harkivska,2015,30-34,5 074,890
Harkivska,2015,35-39,2 336,317
Harkivska,2015,40-44,470,82
Harkivska,2015,45-49,27,1
Harkivska,2015,50-54,3,0
Harkivska,2015,55 and older,1,0
Harkivska,2016,before 15,2,0
Harkivska,2016,15-19,627,443
Harkivska,2016,20-24,3 711,1 423
Harkivska,2016,25-29,6 861,1 539
Harkivska,2016,30-34,5 190,948
Harkivska,2016,35-39,2 264,380
Harkivska,2016,40-44,443,78
Harkivska,2016,45-49,31,6
Harkivska,2016,50-54,3,0
Harkivska,2016,55 and older,0,0
Harkivska,2017,before 15,2,0
Harkivska,2017,15-19,565,354
Harkivska,2017,20-24,3 053,1 185
Harkivska,2017,25-29,5 842,1 340
Harkivska,2017,30-34,5 133,926
Harkivska,2017,35-39,2 198,379
Harkivska,2017,40-44,459,89
Harkivska,2017,45-49,41,2
Harkivska,2017,50-54,3,0
Harkivska,2017,55 and older,1,0
Hersonska,1990,before 15,0,0
Hersonska,1990,15-19,1 812,1 382
Hersonska,1990,20-24,4 378,2 615
Hersonska,1990,25-29,2 910,1 569
Hersonska,1990,30-34,1 366,817
Hersonska,1990,35-39,495,340
Hersonska,1990,40-44,97,96
Hersonska,1990,45-49,4,3
Hersonska,1990,50-54,0,0
Hersonska,1990,55 and older,0,0
Hersonska,1991,before 15,0,0
Hersonska,1991,15-19,1 840,1 519
Hersonska,1991,20-24,4 242,2 655
Hersonska,1991,25-29,2 539,1 489
Hersonska,1991,30-34,1 255,791
Hersonska,1991,35-39,430,342
Hersonska,1991,40-44,66,68
Hersonska,1991,45-49,1,2
Hersonska,1991,50-54,0,0
Hersonska,1991,55 and older,0,0
Hersonska,1992,before 15,0,0
Hersonska,1992,15-19,1 799,1 614
Hersonska,1992,20-24,3 939,2 672
Hersonska,1992,25-29,2 330,1 412
Hersonska,1992,30-34,1 168,782
Hersonska,1992,35-39,378,309
Hersonska,1992,40-44,86,70
Hersonska,1992,45-49,8,1
Hersonska,1992,50-54,0,0
Hersonska,1992,55 and older,0,0
Hersonska,1993,before 15,0,0
Hersonska,1993,15-19,1 728,1 626
Hersonska,1993,20-24,3 624,2 553
Hersonska,1993,25-29,2 064,1 271
Hersonska,1993,30-34,1 086,662
Hersonska,1993,35-39,370,319
Hersonska,1993,40-44,72,50
Hersonska,1993,45-49,5,1
Hersonska,1993,50-54,0,0
Hersonska,1993,55 and older,0,0
Hersonska,1994,before 15,0,0
Hersonska,1994,15-19,1 612,1 570
Hersonska,1994,20-24,3 312,2 424
Hersonska,1994,25-29,1 829,1 230
Hersonska,1994,30-34,886,627
Hersonska,1994,35-39,338,280
Hersonska,1994,40-44,55,70
Hersonska,1994,45-49,0,3
Hersonska,1994,50-54,0,0
Hersonska,1994,55 and older,0,0
Hersonska,1995,before 15,2,7
Hersonska,1995,15-19,1 485,1 651
Hersonska,1995,20-24,3 207,2 388
Hersonska,1995,25-29,1 707,1 142
Hersonska,1995,30-34,891,554
Hersonska,1995,35-39,322,213
Hersonska,1995,40-44,62,62
Hersonska,1995,45-49,3,0
Hersonska,1995,50-54,0,0
Hersonska,1995,55 and older,0,0
Hersonska,1996,before 15,6,10
Hersonska,1996,15-19,1 340,1 480
Hersonska,1996,20-24,2 816,2 273
Hersonska,1996,25-29,1 493,1 102
Hersonska,1996,30-34,754,490
Hersonska,1996,35-39,243,195
Hersonska,1996,40-44,43,42
Hersonska,1996,45-49,2,3
Hersonska,1996,50-54,0,0
Hersonska,1996,55 and older,0,0
Hersonska,1997,before 15,6,9
Hersonska,1997,15-19,1 285,1 387
Hersonska,1997,20-24,2 758,2 150
Hersonska,1997,25-29,1 509,1 060
Hersonska,1997,30-34,732,524
Hersonska,1997,35-39,304,209
Hersonska,1997,40-44,50,53
Hersonska,1997,45-49,1,2
Hersonska,1997,50-54,0,0
Hersonska,1997,55 and older,0,0
Hersonska,1998,before 15,3,6
Hersonska,1998,15-19,1 077,1 272
Hersonska,1998,20-24,2 546,2 100
Hersonska,1998,25-29,1 437,1 049
Hersonska,1998,30-34,657,468
Hersonska,1998,35-39,247,215
Hersonska,1998,40-44,51,45
Hersonska,1998,45-49,2,3
Hersonska,1998,50-54,0,0
Hersonska,1998,55 and older,0,0
Hersonska,1999,before 15,1,7
Hersonska,1999,15-19,921,1 145
Hersonska,1999,20-24,2 291,1 969
Hersonska,1999,25-29,1 364,1 054
Hersonska,1999,30-34,649,426
Hersonska,1999,35-39,264,182
Hersonska,1999,40-44,41,38
Hersonska,1999,45-49,0,0
Hersonska,1999,50-54,0,0
Hersonska,1999,55 and older,0,0
Hersonska,2000,before 15,0,4
Hersonska,2000,15-19,833,1 137
Hersonska,2000,20-24,2 232,1 963
Hersonska,2000,25-29,1 384,1 054
Hersonska,2000,30-34,620,417
Hersonska,2000,35-39,230,169
Hersonska,2000,40-44,43,46
Hersonska,2000,45-49,2,2
Hersonska,2000,50-54,0,0
Hersonska,2000,55 and older,0,0
Hersonska,2001,before 15,4,4
Hersonska,2001,15-19,838,1 082
Hersonska,2001,20-24,2 098,1 707
Hersonska,2001,25-29,1 370,945
Hersonska,2001,30-34,684,416
Hersonska,2001,35-39,265,149
Hersonska,2001,40-44,51,42
Hersonska,2001,45-49,2,3
Hersonska,2001,50-54,0,0
Hersonska,2001,55 and older,0,0
Hersonska,2002,before 15,2,6
Hersonska,2002,15-19,823,1 020
Hersonska,2002,20-24,2 118,1 782
Hersonska,2002,25-29,1 447,1 004
Hersonska,2002,30-34,738,481
Hersonska,2002,35-39,259,132
Hersonska,2002,40-44,46,35
Hersonska,2002,45-49,1,2
Hersonska,2002,50-54,0,0
Hersonska,2002,55 and older,0,0
Hersonska,2003,before 15,3,4
Hersonska,2003,15-19,771,1 018
Hersonska,2003,20-24,2 362,1 722
Hersonska,2003,25-29,1 602,1 070
Hersonska,2003,30-34,790,469
Hersonska,2003,35-39,294,206
Hersonska,2003,40-44,49,49
Hersonska,2003,45-49,6,1
Hersonska,2003,50-54,0,0
Hersonska,2003,55 and older,0,0
Hersonska,2004,before 15,0,2
Hersonska,2004,15-19,761,878
Hersonska,2004,20-24,2 269,1 682
Hersonska,2004,25-29,1 753,991
Hersonska,2004,30-34,859,463
Hersonska,2004,35-39,338,177
Hersonska,2004,40-44,59,39
Hersonska,2004,45-49,2,1
Hersonska,2004,50-54,0,0
Hersonska,2004,55 and older,0,0
Hersonska,2005,before 15,0,2
Hersonska,2005,15-19,695,777
Hersonska,2005,20-24,2 234,1 597
Hersonska,2005,25-29,1 680,1 040
Hersonska,2005,30-34,960,471
Hersonska,2005,35-39,364,184
Hersonska,2005,40-44,65,32
Hersonska,2005,45-49,1,3
Hersonska,2005,50-54,0,0
Hersonska,2005,55 and older,0,0
Hersonska,2006,before 15,2,8
Hersonska,2006,15-19,727,816
Hersonska,2006,20-24,2 440,1 904
Hersonska,2006,25-29,1 927,1 158
Hersonska,2006,30-34,1 085,615
Hersonska,2006,35-39,416,220
Hersonska,2006,40-44,83,42
Hersonska,2006,45-49,1,1
Hersonska,2006,50-54,0,0
Hersonska,2006,55 and older,0,0
Hersonska,2007,before 15,1,1
Hersonska,2007,15-19,647,787
Hersonska,2007,20-24,2 467,1 861
Hersonska,2007,25-29,1 956,1 176
Hersonska,2007,30-34,1 140,679
Hersonska,2007,35-39,465,236
Hersonska,2007,40-44,73,37
Hersonska,2007,45-49,3,3
Hersonska,2007,50-54,0,0
Hersonska,2007,55 and older,0,0
Hersonska,2008,before 15,6,3
Hersonska,2008,15-19,643,783
Hersonska,2008,20-24,2 576,1 912
Hersonska,2008,25-29,2 196,1 329
Hersonska,2008,30-34,1 329,729
Hersonska,2008,35-39,540,256
Hersonska,2008,40-44,66,53
Hersonska,2008,45-49,3,2
Hersonska,2008,50-54,0,0
Hersonska,2008,55 and older,0,0
Hersonska,2009,before 15,2,1
Hersonska,2009,15-19,619,680
Hersonska,2009,20-24,2 369,1 887
Hersonska,2009,25-29,2 251,1 300
Hersonska,2009,30-34,1 377,753
Hersonska,2009,35-39,544,322
Hersonska,2009,40-44,101,61
Hersonska,2009,45-49,3,3
Hersonska,2009,50-54,3,0
Hersonska,2009,55 and older,0,0
Hersonska,2010,before 15,1,1
Hersonska,2010,15-19,547,706
Hersonska,2010,20-24,2 243,1 842
Hersonska,2010,25-29,2 342,1 348
Hersonska,2010,30-34,1 393,788
Hersonska,2010,35-39,605,355
Hersonska,2010,40-44,117,66
Hersonska,2010,45-49,3,0
Hersonska,2010,50-54,2,0
Hersonska,2010,55 and older,0,0
Hersonska,2011,before 15,4,3
Hersonska,2011,15-19,467,606
Hersonska,2011,20-24,2 078,1 855
Hersonska,2011,25-29,2 290,1 394
Hersonska,2011,30-34,1 396,835
Hersonska,2011,35-39,615,338
Hersonska,2011,40-44,106,61
Hersonska,2011,45-49,4,3
Hersonska,2011,50-54,2,0
Hersonska,2011,55 and older,0,0
Hersonska,2012,before 15,2,2
Hersonska,2012,15-19,454,614
Hersonska,2012,20-24,2 029,1 758
Hersonska,2012,25-29,2 458,1 576
Hersonska,2012,30-34,1 572,862
Hersonska,2012,35-39,695,387
Hersonska,2012,40-44,136,66
Hersonska,2012,45-49,4,4
Hersonska,2012,50-54,0,0
Hersonska,2012,55 and older,0,0
Hersonska,2013,before 15,4,3
Hersonska,2013,15-19,394,563
Hersonska,2013,20-24,1 798,1 773
Hersonska,2013,25-29,2 459,1 512
Hersonska,2013,30-34,1 545,885
Hersonska,2013,35-39,718,410
Hersonska,2013,40-44,128,77
Hersonska,2013,45-49,5,2
Hersonska,2013,50-54,1,0
Hersonska,2013,55 and older,0,0
Hersonska,2014,before 15,1,1
Hersonska,2014,15-19,347,556
Hersonska,2014,20-24,1 732,1 630
Hersonska,2014,25-29,2 460,1 549
Hersonska,2014,30-34,1 650,946
Hersonska,2014,35-39,739,435
Hersonska,2014,40-44,146,81
Hersonska,2014,45-49,5,3
Hersonska,2014,50-54,0,0
Hersonska,2014,55 and older,0,0
Hersonska,2015,before 15,0,3
Hersonska,2015,15-19,348,492
Hersonska,2015,20-24,1 665,1 411
Hersonska,2015,25-29,2 417,1 270
Hersonska,2015,30-34,1 649,763
Hersonska,2015,35-39,737,355
Hersonska,2015,40-44,145,75
Hersonska,2015,45-49,10,6
Hersonska,2015,50-54,2,1
Hersonska,2015,55 and older,0,0
Hersonska,2016,before 15,1,3
Hersonska,2016,15-19,301,453
Hersonska,2016,20-24,1 429,1 250
Hersonska,2016,25-29,2 282,1 211
Hersonska,2016,30-34,1 738,761
Hersonska,2016,35-39,765,314
Hersonska,2016,40-44,161,68
Hersonska,2016,45-49,11,0
Hersonska,2016,50-54,0,0
Hersonska,2016,55 and older,0,0
Hersonska,2017,before 15,0,2
Hersonska,2017,15-19,245,431
Hersonska,2017,20-24,1 225,1 132
Hersonska,2017,25-29,2 004,1 139
Hersonska,2017,30-34,1 685,748
Hersonska,2017,35-39,787,313
Hersonska,2017,40-44,155,55
Hersonska,2017,45-49,6,3
Hersonska,2017,50-54,2,1
Hersonska,2017,55 and older,2,0
Hmelnytska,1990,before 15,0,0
Hmelnytska,1990,15-19,1 710,1 592
Hmelnytska,1990,20-24,4 766,3 626
Hmelnytska,1990,25-29,3 027,1 826
Hmelnytska,1990,30-34,1 399,805
Hmelnytska,1990,35-39,438,282
Hmelnytska,1990,40-44,63,69
Hmelnytska,1990,45-49,1,5
Hmelnytska,1990,50-54,0,0
Hmelnytska,1990,55 and older,0,0
Hmelnytska,1991,before 15,0,0
Hmelnytska,1991,15-19,1 711,1 764
Hmelnytska,1991,20-24,4 676,3 631
Hmelnytska,1991,25-29,2 683,1 711
Hmelnytska,1991,30-34,1 337,770
Hmelnytska,1991,35-39,364,265
Hmelnytska,1991,40-44,56,80
Hmelnytska,1991,45-49,2,1
Hmelnytska,1991,50-54,0,0
Hmelnytska,1991,55 and older,0,0
Hmelnytska,1992,before 15,0,0
Hmelnytska,1992,15-19,1 767,1 850
Hmelnytska,1992,20-24,4 596,3 789
Hmelnytska,1992,25-29,2 487,1 735
Hmelnytska,1992,30-34,1 263,741
Hmelnytska,1992,35-39,393,255
Hmelnytska,1992,40-44,72,58
Hmelnytska,1992,45-49,1,2
Hmelnytska,1992,50-54,0,0
Hmelnytska,1992,55 and older,0,0
Hmelnytska,1993,before 15,0,0
Hmelnytska,1993,15-19,1 658,1 810
Hmelnytska,1993,20-24,4 277,3 726
Hmelnytska,1993,25-29,2 273,1 670
Hmelnytska,1993,30-34,1 041,716
Hmelnytska,1993,35-39,330,253
Hmelnytska,1993,40-44,64,48
Hmelnytska,1993,45-49,4,3
Hmelnytska,1993,50-54,0,0
Hmelnytska,1993,55 and older,0,0
Hmelnytska,1994,before 15,0,0
Hmelnytska,1994,15-19,1 605,1 820
Hmelnytska,1994,20-24,3 862,3 590
Hmelnytska,1994,25-29,2 061,1 527
Hmelnytska,1994,30-34,980,695
Hmelnytska,1994,35-39,304,228
Hmelnytska,1994,40-44,47,77
Hmelnytska,1994,45-49,4,4
Hmelnytska,1994,50-54,0,0
Hmelnytska,1994,55 and older,0,0
Hmelnytska,1995,before 15,0,7
Hmelnytska,1995,15-19,1 594,1 717
Hmelnytska,1995,20-24,3 750,3 537
Hmelnytska,1995,25-29,1 990,1 589
Hmelnytska,1995,30-34,903,639
Hmelnytska,1995,35-39,306,239
Hmelnytska,1995,40-44,56,61
Hmelnytska,1995,45-49,0,1
Hmelnytska,1995,50-54,0,0
Hmelnytska,1995,55 and older,0,0
Hmelnytska,1996,before 15,4,7
Hmelnytska,1996,15-19,1 574,1 755
Hmelnytska,1996,20-24,3 685,3 301
Hmelnytska,1996,25-29,1 959,1 565
Hmelnytska,1996,30-34,851,580
Hmelnytska,1996,35-39,320,195
Hmelnytska,1996,40-44,49,47
Hmelnytska,1996,45-49,3,3
Hmelnytska,1996,50-54,0,0
Hmelnytska,1996,55 and older,0,0
Hmelnytska,1997,before 15,3,5
Hmelnytska,1997,15-19,1 392,1 531
Hmelnytska,1997,20-24,3 422,3 156
Hmelnytska,1997,25-29,1 739,1 477
Hmelnytska,1997,30-34,814,571
Hmelnytska,1997,35-39,281,227
Hmelnytska,1997,40-44,44,50
Hmelnytska,1997,45-49,3,3
Hmelnytska,1997,50-54,0,0
Hmelnytska,1997,55 and older,0,0
Hmelnytska,1998,before 15,1,5
Hmelnytska,1998,15-19,1 254,1 471
Hmelnytska,1998,20-24,3 035,2 974
Hmelnytska,1998,25-29,1 681,1 522
Hmelnytska,1998,30-34,736,561
Hmelnytska,1998,35-39,273,208
Hmelnytska,1998,40-44,49,48
Hmelnytska,1998,45-49,1,2
Hmelnytska,1998,50-54,0,0
Hmelnytska,1998,55 and older,0,0
Hmelnytska,1999,before 15,0,5
Hmelnytska,1999,15-19,1 089,1 294
Hmelnytska,1999,20-24,2 848,2 760
Hmelnytska,1999,25-29,1 493,1 557
Hmelnytska,1999,30-34,692,550
Hmelnytska,1999,35-39,235,224
Hmelnytska,1999,40-44,56,61
Hmelnytska,1999,45-49,2,3
Hmelnytska,1999,50-54,0,0
Hmelnytska,1999,55 and older,0,0
Hmelnytska,2000,before 15,2,3
Hmelnytska,2000,15-19,875,1 159
Hmelnytska,2000,20-24,2 744,2 654
Hmelnytska,2000,25-29,1 577,1 535
Hmelnytska,2000,30-34,716,542
Hmelnytska,2000,35-39,222,199
Hmelnytska,2000,40-44,56,49
Hmelnytska,2000,45-49,4,1
Hmelnytska,2000,50-54,0,0
Hmelnytska,2000,55 and older,0,0
Hmelnytska,2001,before 15,1,4
Hmelnytska,2001,15-19,860,1 067
Hmelnytska,2001,20-24,2 762,2 528
Hmelnytska,2001,25-29,1 569,1 431
Hmelnytska,2001,30-34,711,524
Hmelnytska,2001,35-39,236,196
Hmelnytska,2001,40-44,44,53
Hmelnytska,2001,45-49,0,2
Hmelnytska,2001,50-54,1,0
Hmelnytska,2001,55 and older,0,0
Hmelnytska,2002,before 15,0,5
Hmelnytska,2002,15-19,828,1 075
Hmelnytska,2002,20-24,2 770,2 363
Hmelnytska,2002,25-29,1 601,1 442
Hmelnytska,2002,30-34,799,638
Hmelnytska,2002,35-39,223,214
Hmelnytska,2002,40-44,38,57
Hmelnytska,2002,45-49,2,1
Hmelnytska,2002,50-54,0,0
Hmelnytska,2002,55 and older,0,0
Hmelnytska,2003,before 15,2,5
Hmelnytska,2003,15-19,805,943
Hmelnytska,2003,20-24,2 994,2 249
Hmelnytska,2003,25-29,1 818,1 416
Hmelnytska,2003,30-34,809,613
Hmelnytska,2003,35-39,262,209
Hmelnytska,2003,40-44,54,44
Hmelnytska,2003,45-49,1,0
Hmelnytska,2003,50-54,0,0
Hmelnytska,2003,55 and older,0,0
Hmelnytska,2004,before 15,0,2
Hmelnytska,2004,15-19,807,967
Hmelnytska,2004,20-24,3 149,2 287
Hmelnytska,2004,25-29,1 954,1 323
Hmelnytska,2004,30-34,953,597
Hmelnytska,2004,35-39,278,194
Hmelnytska,2004,40-44,61,38
Hmelnytska,2004,45-49,2,8
Hmelnytska,2004,50-54,0,0
Hmelnytska,2004,55 and older,0,0
Hmelnytska,2005,before 15,0,2
Hmelnytska,2005,15-19,729,892
Hmelnytska,2005,20-24,2 983,2 164
Hmelnytska,2005,25-29,2 053,1 302
Hmelnytska,2005,30-34,1 002,627
Hmelnytska,2005,35-39,323,206
Hmelnytska,2005,40-44,49,44
Hmelnytska,2005,45-49,3,2
Hmelnytska,2005,50-54,0,0
Hmelnytska,2005,55 and older,0,0
Hmelnytska,2006,before 15,0,2
Hmelnytska,2006,15-19,719,887
Hmelnytska,2006,20-24,3 106,2 334
Hmelnytska,2006,25-29,2 298,1 492
Hmelnytska,2006,30-34,1 106,769
Hmelnytska,2006,35-39,377,241
Hmelnytska,2006,40-44,64,61
Hmelnytska,2006,45-49,3,0
Hmelnytska,2006,50-54,0,0
Hmelnytska,2006,55 and older,0,0
Hmelnytska,2007,before 15,2,5
Hmelnytska,2007,15-19,718,885
Hmelnytska,2007,20-24,3 067,2 534
Hmelnytska,2007,25-29,2 318,1 447
Hmelnytska,2007,30-34,1 179,756
Hmelnytska,2007,35-39,382,277
Hmelnytska,2007,40-44,72,45
Hmelnytska,2007,45-49,2,3
Hmelnytska,2007,50-54,0,0
Hmelnytska,2007,55 and older,0,0
Hmelnytska,2008,before 15,2,4
Hmelnytska,2008,15-19,709,849
Hmelnytska,2008,20-24,3 196,2 530
Hmelnytska,2008,25-29,2 735,1 601
Hmelnytska,2008,30-34,1 424,819
Hmelnytska,2008,35-39,490,315
Hmelnytska,2008,40-44,72,57
Hmelnytska,2008,45-49,3,4
Hmelnytska,2008,50-54,0,0
Hmelnytska,2008,55 and older,0,0
Hmelnytska,2009,before 15,1,1
Hmelnytska,2009,15-19,550,851
Hmelnytska,2009,20-24,2 966,2 460
Hmelnytska,2009,25-29,2 719,1 670
Hmelnytska,2009,30-34,1 466,960
Hmelnytska,2009,35-39,514,364
Hmelnytska,2009,40-44,82,75
Hmelnytska,2009,45-49,3,2
Hmelnytska,2009,50-54,0,0
Hmelnytska,2009,55 and older,0,0
Hmelnytska,2010,before 15,2,1
Hmelnytska,2010,15-19,517,773
Hmelnytska,2010,20-24,2 706,2 252
Hmelnytska,2010,25-29,2 864,1 671
Hmelnytska,2010,30-34,1 627,933
Hmelnytska,2010,35-39,537,349
Hmelnytska,2010,40-44,102,66
Hmelnytska,2010,45-49,5,3
Hmelnytska,2010,50-54,0,0
Hmelnytska,2010,55 and older,0,0
Hmelnytska,2011,before 15,0,3
Hmelnytska,2011,15-19,471,753
Hmelnytska,2011,20-24,2 538,2 297
Hmelnytska,2011,25-29,2 822,1 743
Hmelnytska,2011,30-34,1 651,981
Hmelnytska,2011,35-39,609,439
Hmelnytska,2011,40-44,89,81
Hmelnytska,2011,45-49,2,4
Hmelnytska,2011,50-54,1,0
Hmelnytska,2011,55 and older,0,0
Hmelnytska,2012,before 15,0,3
Hmelnytska,2012,15-19,484,702
Hmelnytska,2012,20-24,2 512,2 229
Hmelnytska,2012,25-29,2 993,1 858
Hmelnytska,2012,30-34,1 769,1 022
Hmelnytska,2012,35-39,676,446
Hmelnytska,2012,40-44,98,76
Hmelnytska,2012,45-49,3,1
Hmelnytska,2012,50-54,0,0
Hmelnytska,2012,55 and older,0,0
Hmelnytska,2013,before 15,1,5
Hmelnytska,2013,15-19,416,648
Hmelnytska,2013,20-24,2 309,2 349
Hmelnytska,2013,25-29,2 922,1 849
Hmelnytska,2013,30-34,1 823,941
Hmelnytska,2013,35-39,687,402
Hmelnytska,2013,40-44,108,69
Hmelnytska,2013,45-49,6,2
Hmelnytska,2013,50-54,2,0
Hmelnytska,2013,55 and older,0,0
Hmelnytska,2014,before 15,1,0
Hmelnytska,2014,15-19,372,653
Hmelnytska,2014,20-24,2 243,2 164
Hmelnytska,2014,25-29,2 908,1 821
Hmelnytska,2014,30-34,1 985,1 043
Hmelnytska,2014,35-39,731,482
Hmelnytska,2014,40-44,138,72
Hmelnytska,2014,45-49,10,2
Hmelnytska,2014,50-54,0,0
Hmelnytska,2014,55 and older,0,0
Hmelnytska,2015,before 15,0,2
Hmelnytska,2015,15-19,371,689
Hmelnytska,2015,20-24,1 982,2 139
Hmelnytska,2015,25-29,2 822,1 683
Hmelnytska,2015,30-34,1 834,932
Hmelnytska,2015,35-39,753,378
Hmelnytska,2015,40-44,117,78
Hmelnytska,2015,45-49,1,3
Hmelnytska,2015,50-54,0,0
Hmelnytska,2015,55 and older,0,0
Hmelnytska,2016,before 15,4,2
Hmelnytska,2016,15-19,288,558
Hmelnytska,2016,20-24,1 730,1 899
Hmelnytska,2016,25-29,2 489,1 552
Hmelnytska,2016,30-34,1 902,932
Hmelnytska,2016,35-39,744,392
Hmelnytska,2016,40-44,134,88
Hmelnytska,2016,45-49,8,4
Hmelnytska,2016,50-54,0,0
Hmelnytska,2016,55 and older,0,0
Hmelnytska,2017,before 15,0,3
Hmelnytska,2017,15-19,222,478
Hmelnytska,2017,20-24,1 519,1 651
Hmelnytska,2017,25-29,2 261,1 428
Hmelnytska,2017,30-34,1 748,872
Hmelnytska,2017,35-39,733,354
Hmelnytska,2017,40-44,124,72
Hmelnytska,2017,45-49,5,3
Hmelnytska,2017,50-54,0,0
Hmelnytska,2017,55 and older,0,0
Cherkaska,1990,before 15,0,0
Cherkaska,1990,15-19,1 698,1 496
Cherkaska,1990,20-24,4 884,3 090
Cherkaska,1990,25-29,3 081,1 555
Cherkaska,1990,30-34,1 409,729
Cherkaska,1990,35-39,439,316
Cherkaska,1990,40-44,91,63
Cherkaska,1990,45-49,2,3
Cherkaska,1990,50-54,1,0
Cherkaska,1990,55 and older,0,0
Cherkaska,1991,before 15,0,0
Cherkaska,1991,15-19,1 772,1 669
Cherkaska,1991,20-24,4 822,3 073
Cherkaska,1991,25-29,2 789,1 560
Cherkaska,1991,30-34,1 208,698
Cherkaska,1991,35-39,388,288
Cherkaska,1991,40-44,82,52
Cherkaska,1991,45-49,1,0
Cherkaska,1991,50-54,0,0
Cherkaska,1991,55 and older,0,0
Cherkaska,1992,before 15,0,0
Cherkaska,1992,15-19,1 744,1 708
Cherkaska,1992,20-24,4 510,3 094
Cherkaska,1992,25-29,2 468,1 434
Cherkaska,1992,30-34,1 164,638
Cherkaska,1992,35-39,357,226
Cherkaska,1992,40-44,70,50
Cherkaska,1992,45-49,5,1
Cherkaska,1992,50-54,0,0
Cherkaska,1992,55 and older,0,0
Cherkaska,1993,before 15,0,0
Cherkaska,1993,15-19,1 664,1 655
Cherkaska,1993,20-24,4 096,3 072
Cherkaska,1993,25-29,2 229,1 323
