region,year,age,city,village
Kyivska,2002,20-24,3 415,2 136
Kyivska,2002,25-29,2 410,1 501
Kyivska,2002,30-34,1 177,653
Kyivska,2002,35-39,392,208
Kyivska,2002,40-44,57,64
Kyivska,2002,45-49,1,1
Kyivska,2002,50-54,0,1
Kyivska,2002,55 and older,0,0
Kyivska,2003,before 15,2,7
Kyivska,2003,15-19,1 029,895
Kyivska,2003,20-24,3 788,2 210
Kyivska,2003,25-29,2 843,1 539
Kyivska,2003,30-34,1 298,675
Kyivska,2003,35-39,404,232
Kyivska,2003,40-44,80,48
Kyivska,2003,45-49,5,0
Kyivska,2003,50-54,0,0
Kyivska,2003,55 and older,0,0
Kyivska,2004,before 15,1,3
Kyivska,2004,15-19,1 060,912
Kyivska,2004,20-24,4 072,2 372
Kyivska,2004,25-29,2 893,1 529
Kyivska,2004,30-34,1 511,725
Kyivska,2004,35-39,502,251
Kyivska,2004,40-44,87,54
Kyivska,2004,45-49,4,3
Kyivska,2004,50-54,0,0
Kyivska,2004,55 and older,0,0
Kyivska,2005,before 15,4,3
Kyivska,2005,15-19,1 002,963
Kyivska,2005,20-24,3 818,2 380
Kyivska,2005,25-29,3 191,1 627
Kyivska,2005,30-34,1 686,822
Kyivska,2005,35-39,501,263
Kyivska,2005,40-44,94,57
Kyivska,2005,45-49,2,3
Kyivska,2005,50-54,0,0
Kyivska,2005,55 and older,0,0
Kyivska,2006,before 15,1,1
Kyivska,2006,15-19,899,928
Kyivska,2006,20-24,3 983,2 596
Kyivska,2006,25-29,3 325,1 705
Kyivska,2006,30-34,1 894,913
Kyivska,2006,35-39,626,322
Kyivska,2006,40-44,84,59
Kyivska,2006,45-49,5,5
Kyivska,2006,50-54,0,0
Kyivska,2006,55 and older,0,0
Kyivska,2007,before 15,3,1
Kyivska,2007,15-19,956,965
Kyivska,2007,20-24,3 995,2 729
Kyivska,2007,25-29,3 458,1 878
Kyivska,2007,30-34,2 104,1 004
Kyivska,2007,35-39,670,363
Kyivska,2007,40-44,124,71
Kyivska,2007,45-49,6,5
Kyivska,2007,50-54,1,0
Kyivska,2007,55 and older,0,0
Kyivska,2008,before 15,1,5
Kyivska,2008,15-19,939,941
Kyivska,2008,20-24,4 272,2 882
Kyivska,2008,25-29,3 979,2 200
Kyivska,2008,30-34,2 374,1 151
Kyivska,2008,35-39,781,412
Kyivska,2008,40-44,120,76
Kyivska,2008,45-49,13,1
Kyivska,2008,50-54,1,0
Kyivska,2008,55 and older,0,0
Kyivska,2009,before 15,1,4
Kyivska,2009,15-19,804,897
Kyivska,2009,20-24,3 973,2 936
Kyivska,2009,25-29,4 388,2 217
Kyivska,2009,30-34,2 458,1 224
Kyivska,2009,35-39,945,469
Kyivska,2009,40-44,157,93
Kyivska,2009,45-49,3,3
Kyivska,2009,50-54,0,0
Kyivska,2009,55 and older,0,0
Kyivska,2010,before 15,0,1
Kyivska,2010,15-19,658,759
Kyivska,2010,20-24,3 634,2 680
Kyivska,2010,25-29,4 250,2 178
Kyivska,2010,30-34,2 560,1 232
Kyivska,2010,35-39,960,521
Kyivska,2010,40-44,173,90
Kyivska,2010,45-49,9,4
Kyivska,2010,50-54,0,0
Kyivska,2010,55 and older,0,0
Kyivska,2011,before 15,2,3
Kyivska,2011,15-19,667,668
Kyivska,2011,20-24,3 370,2 510
Kyivska,2011,25-29,4 545,2 354
Kyivska,2011,30-34,2 675,1 341
Kyivska,2011,35-39,1 071,556
Kyivska,2011,40-44,161,114
Kyivska,2011,45-49,5,9
Kyivska,2011,50-54,0,0
Kyivska,2011,55 and older,0,0
Kyivska,2012,before 15,2,2
Kyivska,2012,15-19,604,664
Kyivska,2012,20-24,3 520,2 567
Kyivska,2012,25-29,4 655,2 503
Kyivska,2012,30-34,2 912,1 432
Kyivska,2012,35-39,1 185,558
Kyivska,2012,40-44,207,106
Kyivska,2012,45-49,9,6
Kyivska,2012,50-54,0,0
Kyivska,2012,55 and older,4,0
Kyivska,2013,before 15,1,2
Kyivska,2013,15-19,534,610
Kyivska,2013,20-24,3 165,2 410
Kyivska,2013,25-29,4 656,2 366
Kyivska,2013,30-34,3 018,1 452
Kyivska,2013,35-39,1 240,654
Kyivska,2013,40-44,229,130
Kyivska,2013,45-49,14,2
Kyivska,2013,50-54,1,1
Kyivska,2013,55 and older,2,0
Kyivska,2014,before 15,0,1
Kyivska,2014,15-19,543,620
Kyivska,2014,20-24,2 995,2 294
Kyivska,2014,25-29,4 677,2 531
Kyivska,2014,30-34,3 276,1 509
Kyivska,2014,35-39,1 320,699
Kyivska,2014,40-44,245,125
Kyivska,2014,45-49,17,8
Kyivska,2014,50-54,1,0
Kyivska,2014,55 and older,0,0
Kyivska,2015,before 15,0,4
Kyivska,2015,15-19,482,572
Kyivska,2015,20-24,2 749,2 059
Kyivska,2015,25-29,4 538,2 490
Kyivska,2015,30-34,3 347,1 585
Kyivska,2015,35-39,1 286,621
Kyivska,2015,40-44,270,143
Kyivska,2015,45-49,13,11
Kyivska,2015,50-54,0,0
Kyivska,2015,55 and older,0,0
Kyivska,2016,before 15,2,4
Kyivska,2016,15-19,472,499
Kyivska,2016,20-24,2 468,1 953
Kyivska,2016,25-29,4 083,2 244
Kyivska,2016,30-34,3 292,1 541
Kyivska,2016,35-39,1 367,635
Kyivska,2016,40-44,277,146
Kyivska,2016,45-49,17,4
Kyivska,2016,50-54,0,0
Kyivska,2016,55 and older,0,0
Kyivska,2017,before 15,0,2
Kyivska,2017,15-19,393,391
Kyivska,2017,20-24,2 100,1 657
Kyivska,2017,25-29,3 566,2 075
Kyivska,2017,30-34,2 922,1 476
Kyivska,2017,35-39,1 313,640
Kyivska,2017,40-44,274,113
Kyivska,2017,45-49,22,7
Kyivska,2017,50-54,7,0
Kyivska,2017,55 and older,0,0
Kirovohradska,1990,before 15,0,0
Kirovohradska,1990,15-19,1 796,1 208
Kirovohradska,1990,20-24,4 174,2 244
Kirovohradska,1990,25-29,2 417,1 233
Kirovohradska,1990,30-34,1 163,672
Kirovohradska,1990,35-39,352,258
Kirovohradska,1990,40-44,79,61
Kirovohradska,1990,45-49,2,0
Kirovohradska,1990,50-54,0,0
Kirovohradska,1990,55 and older,0,0
Kirovohradska,1991,before 15,0,0
Kirovohradska,1991,15-19,1 774,1 273
Kirovohradska,1991,20-24,4 064,2 372
Kirovohradska,1991,25-29,2 327,1 220
Kirovohradska,1991,30-34,1 111,575
Kirovohradska,1991,35-39,343,269
Kirovohradska,1991,40-44,75,66
Kirovohradska,1991,45-49,2,1
Kirovohradska,1991,50-54,0,1
Kirovohradska,1991,55 and older,0,0
Kirovohradska,1992,before 15,0,0
Kirovohradska,1992,15-19,1 789,1 424
Kirovohradska,1992,20-24,3 972,2 325
Kirovohradska,1992,25-29,1 991,1 169
Kirovohradska,1992,30-34,994,523
Kirovohradska,1992,35-39,295,238
Kirovohradska,1992,40-44,59,62
Kirovohradska,1992,45-49,4,3
Kirovohradska,1992,50-54,0,1
Kirovohradska,1992,55 and older,0,0
Kirovohradska,1993,before 15,0,0
Kirovohradska,1993,15-19,1 774,1 391
Kirovohradska,1993,20-24,3 615,2 127
Kirovohradska,1993,25-29,1 864,1 108
Kirovohradska,1993,30-34,922,520
Kirovohradska,1993,35-39,292,259
Kirovohradska,1993,40-44,57,45
Kirovohradska,1993,45-49,8,4
Kirovohradska,1993,50-54,0,0
Kirovohradska,1993,55 and older,0,0
Kirovohradska,1994,before 15,0,0
Kirovohradska,1994,15-19,1 608,1 385
Kirovohradska,1994,20-24,3 255,2 208
Kirovohradska,1994,25-29,1 689,1 130
Kirovohradska,1994,30-34,833,538
Kirovohradska,1994,35-39,274,240
Kirovohradska,1994,40-44,60,62
Kirovohradska,1994,45-49,3,4
Kirovohradska,1994,50-54,0,0
Kirovohradska,1994,55 and older,0,0
Kirovohradska,1995,before 15,2,5
Kirovohradska,1995,15-19,1 478,1 334
Kirovohradska,1995,20-24,3 128,2 039
Kirovohradska,1995,25-29,1 614,1 026
Kirovohradska,1995,30-34,725,433
Kirovohradska,1995,35-39,214,181
Kirovohradska,1995,40-44,50,37
Kirovohradska,1995,45-49,2,6
Kirovohradska,1995,50-54,0,0
Kirovohradska,1995,55 and older,0,0
Kirovohradska,1996,before 15,1,8
Kirovohradska,1996,15-19,1 439,1 247
Kirovohradska,1996,20-24,2 963,1 991
Kirovohradska,1996,25-29,1 462,923
Kirovohradska,1996,30-34,680,423
Kirovohradska,1996,35-39,228,185
Kirovohradska,1996,40-44,41,57
Kirovohradska,1996,45-49,1,2
Kirovohradska,1996,50-54,0,0
Kirovohradska,1996,55 and older,0,0
Kirovohradska,1997,before 15,3,2
Kirovohradska,1997,15-19,1 178,1 131
Kirovohradska,1997,20-24,2 607,1 871
Kirovohradska,1997,25-29,1 342,965
Kirovohradska,1997,30-34,602,379
Kirovohradska,1997,35-39,210,178
Kirovohradska,1997,40-44,31,41
Kirovohradska,1997,45-49,1,7
Kirovohradska,1997,50-54,0,0
Kirovohradska,1997,55 and older,0,0
Kirovohradska,1998,before 15,2,5
Kirovohradska,1998,15-19,1 093,1 106
Kirovohradska,1998,20-24,2 352,1 658
Kirovohradska,1998,25-29,1 250,884
Kirovohradska,1998,30-34,551,363
Kirovohradska,1998,35-39,201,175
Kirovohradska,1998,40-44,31,50
Kirovohradska,1998,45-49,1,0
Kirovohradska,1998,50-54,0,0
Kirovohradska,1998,55 and older,0,0
Kirovohradska,1999,before 15,5,5
Kirovohradska,1999,15-19,896,993
Kirovohradska,1999,20-24,2 150,1 619
Kirovohradska,1999,25-29,1 240,867
Kirovohradska,1999,30-34,547,383
Kirovohradska,1999,35-39,181,182
Kirovohradska,1999,40-44,34,53
Kirovohradska,1999,45-49,0,1
Kirovohradska,1999,50-54,0,0
Kirovohradska,1999,55 and older,0,0
Kirovohradska,2000,before 15,2,6
Kirovohradska,2000,15-19,865,964
Kirovohradska,2000,20-24,2 213,1 556
Kirovohradska,2000,25-29,1 263,895
Kirovohradska,2000,30-34,557,370
Kirovohradska,2000,35-39,191,122
Kirovohradska,2000,40-44,38,37
Kirovohradska,2000,45-49,2,1
Kirovohradska,2000,50-54,0,0
Kirovohradska,2000,55 and older,0,0
Kirovohradska,2001,before 15,3,9
Kirovohradska,2001,15-19,808,885
Kirovohradska,2001,20-24,2 159,1 413
Kirovohradska,2001,25-29,1 271,785
Kirovohradska,2001,30-34,566,349
Kirovohradska,2001,35-39,174,156
Kirovohradska,2001,40-44,36,38
Kirovohradska,2001,45-49,2,1
Kirovohradska,2001,50-54,0,0
Kirovohradska,2001,55 and older,0,0
Kirovohradska,2002,before 15,2,1
Kirovohradska,2002,15-19,796,852
Kirovohradska,2002,20-24,2 077,1 527
Kirovohradska,2002,25-29,1 285,868
Kirovohradska,2002,30-34,657,416
Kirovohradska,2002,35-39,173,150
Kirovohradska,2002,40-44,47,36
Kirovohradska,2002,45-49,2,0
Kirovohradska,2002,50-54,0,0
Kirovohradska,2002,55 and older,0,0
Kirovohradska,2003,before 15,2,4
Kirovohradska,2003,15-19,780,822
Kirovohradska,2003,20-24,2 222,1 321
Kirovohradska,2003,25-29,1 443,905
Kirovohradska,2003,30-34,710,437
Kirovohradska,2003,35-39,236,163
Kirovohradska,2003,40-44,55,37
Kirovohradska,2003,45-49,0,0
Kirovohradska,2003,50-54,0,0
Kirovohradska,2003,55 and older,0,0
Kirovohradska,2004,before 15,1,4
Kirovohradska,2004,15-19,776,817
Kirovohradska,2004,20-24,2 348,1 319
Kirovohradska,2004,25-29,1 502,870
Kirovohradska,2004,30-34,781,410
Kirovohradska,2004,35-39,270,157
Kirovohradska,2004,40-44,39,33
Kirovohradska,2004,45-49,3,0
Kirovohradska,2004,50-54,0,0
Kirovohradska,2004,55 and older,0,0
Kirovohradska,2005,before 15,1,2
Kirovohradska,2005,15-19,751,727
Kirovohradska,2005,20-24,2 208,1 298
Kirovohradska,2005,25-29,1 503,739
Kirovohradska,2005,30-34,780,413
Kirovohradska,2005,35-39,235,180
Kirovohradska,2005,40-44,39,36
Kirovohradska,2005,45-49,0,1
Kirovohradska,2005,50-54,0,0
Kirovohradska,2005,55 and older,0,0
Kirovohradska,2006,before 15,0,4
Kirovohradska,2006,15-19,732,712
Kirovohradska,2006,20-24,2 314,1 395
Kirovohradska,2006,25-29,1 594,965
Kirovohradska,2006,30-34,923,504
Kirovohradska,2006,35-39,295,179
Kirovohradska,2006,40-44,58,30
Kirovohradska,2006,45-49,2,5
Kirovohradska,2006,50-54,0,0
Kirovohradska,2006,55 and older,0,0
Kirovohradska,2007,before 15,0,3
Kirovohradska,2007,15-19,700,707
Kirovohradska,2007,20-24,2 403,1 382
Kirovohradska,2007,25-29,1 753,880
Kirovohradska,2007,30-34,1 008,544
Kirovohradska,2007,35-39,341,198
Kirovohradska,2007,40-44,66,33
Kirovohradska,2007,45-49,4,3
Kirovohradska,2007,50-54,0,0
Kirovohradska,2007,55 and older,0,0
Kirovohradska,2008,before 15,2,3
Kirovohradska,2008,15-19,654,703
Kirovohradska,2008,20-24,2 531,1 470
Kirovohradska,2008,25-29,1 895,894
Kirovohradska,2008,30-34,1 064,530
Kirovohradska,2008,35-39,420,219
Kirovohradska,2008,40-44,59,40
Kirovohradska,2008,45-49,3,2
Kirovohradska,2008,50-54,0,0
Kirovohradska,2008,55 and older,0,0
Kirovohradska,2009,before 15,3,1
Kirovohradska,2009,15-19,596,695
Kirovohradska,2009,20-24,2 378,1 584
Kirovohradska,2009,25-29,2 078,974
Kirovohradska,2009,30-34,1 156,560
Kirovohradska,2009,35-39,497,242
Kirovohradska,2009,40-44,72,41
Kirovohradska,2009,45-49,1,2
Kirovohradska,2009,50-54,0,0
Kirovohradska,2009,55 and older,0,0
Kirovohradska,2010,before 15,0,1
Kirovohradska,2010,15-19,467,676
Kirovohradska,2010,20-24,2 087,1 566
Kirovohradska,2010,25-29,1 988,1 079
Kirovohradska,2010,30-34,1 174,613
Kirovohradska,2010,35-39,466,249
Kirovohradska,2010,40-44,55,57
Kirovohradska,2010,45-49,1,0
Kirovohradska,2010,50-54,0,0
Kirovohradska,2010,55 and older,0,0
Kirovohradska,2011,before 15,1,4
Kirovohradska,2011,15-19,412,685
Kirovohradska,2011,20-24,2 048,1 542
Kirovohradska,2011,25-29,2 091,974
Kirovohradska,2011,30-34,1 195,665
Kirovohradska,2011,35-39,492,268
Kirovohradska,2011,40-44,96,52
Kirovohradska,2011,45-49,3,2
Kirovohradska,2011,50-54,0,0
Kirovohradska,2011,55 and older,0,0
Kirovohradska,2012,before 15,0,3
Kirovohradska,2012,15-19,480,614
Kirovohradska,2012,20-24,1 998,1 524
Kirovohradska,2012,25-29,2 216,1 163
Kirovohradska,2012,30-34,1 355,617
Kirovohradska,2012,35-39,549,309
Kirovohradska,2012,40-44,86,65
Kirovohradska,2012,45-49,2,3
Kirovohradska,2012,50-54,2,0
Kirovohradska,2012,55 and older,0,0
Kirovohradska,2013,before 15,0,2
Kirovohradska,2013,15-19,413,536
Kirovohradska,2013,20-24,1 801,1 463
Kirovohradska,2013,25-29,2 152,1 110
Kirovohradska,2013,30-34,1 316,695
Kirovohradska,2013,35-39,541,321
Kirovohradska,2013,40-44,101,65
Kirovohradska,2013,45-49,2,2
Kirovohradska,2013,50-54,0,0
Kirovohradska,2013,55 and older,0,0
Kirovohradska,2014,before 15,0,2
Kirovohradska,2014,15-19,383,538
Kirovohradska,2014,20-24,1 764,1 459
Kirovohradska,2014,25-29,2 182,1 121
Kirovohradska,2014,30-34,1 388,659
Kirovohradska,2014,35-39,551,339
Kirovohradska,2014,40-44,97,41
Kirovohradska,2014,45-49,7,1
Kirovohradska,2014,50-54,1,0
Kirovohradska,2014,55 and older,0,0
Kirovohradska,2015,before 15,1,0
Kirovohradska,2015,15-19,386,492
Kirovohradska,2015,20-24,1 596,1 288
Kirovohradska,2015,25-29,1 909,936
Kirovohradska,2015,30-34,1 335,531
Kirovohradska,2015,35-39,524,245
Kirovohradska,2015,40-44,114,47
Kirovohradska,2015,45-49,4,2
Kirovohradska,2015,50-54,1,0
Kirovohradska,2015,55 and older,0,0
Kirovohradska,2016,before 15,1,0
Kirovohradska,2016,15-19,295,398
Kirovohradska,2016,20-24,1 433,1 201
Kirovohradska,2016,25-29,1 862,958
Kirovohradska,2016,30-34,1 195,530
Kirovohradska,2016,35-39,523,236
Kirovohradska,2016,40-44,98,65
Kirovohradska,2016,45-49,11,5
Kirovohradska,2016,50-54,4,0
Kirovohradska,2016,55 and older,2,0
Kirovohradska,2017,before 15,1,0
Kirovohradska,2017,15-19,242,341
Kirovohradska,2017,20-24,1 148,995
Kirovohradska,2017,25-29,1 535,810
Kirovohradska,2017,30-34,1 192,515
Kirovohradska,2017,35-39,576,216
Kirovohradska,2017,40-44,131,56
Kirovohradska,2017,45-49,43,0
Kirovohradska,2017,50-54,15,0
Kirovohradska,2017,55 and older,4,0
Lyhanska,1990,before 15,0,0
Lyhanska,1990,15-19,5 002,966
Lyhanska,1990,20-24,10 642,1 773
Lyhanska,1990,25-29,7 396,969
Lyhanska,1990,30-34,4 109,494
Lyhanska,1990,35-39,1 324,176
Lyhanska,1990,40-44,228,31
Lyhanska,1990,45-49,1,2
Lyhanska,1990,50-54,1,0
Lyhanska,1990,55 and older,0,0
Lyhanska,1991,before 15,0,0
Lyhanska,1991,15-19,5 152,946
Lyhanska,1991,20-24,10 625,1 765
Lyhanska,1991,25-29,6 588,950
Lyhanska,1991,30-34,3 810,461
Lyhanska,1991,35-39,1 226,175
Lyhanska,1991,40-44,214,32
Lyhanska,1991,45-49,5,2
Lyhanska,1991,50-54,0,0
Lyhanska,1991,55 and older,0,0
Lyhanska,1992,before 15,0,0
Lyhanska,1992,15-19,4 978,1 036
Lyhanska,1992,20-24,9 941,1 697
Lyhanska,1992,25-29,5 578,773
Lyhanska,1992,30-34,3 312,406
Lyhanska,1992,35-39,1 080,148
Lyhanska,1992,40-44,213,45
Lyhanska,1992,45-49,6,3
Lyhanska,1992,50-54,0,0
Lyhanska,1992,55 and older,0,0
Lyhanska,1993,before 15,0,0
Lyhanska,1993,15-19,4 812,1 018
Lyhanska,1993,20-24,9 367,1 586
Lyhanska,1993,25-29,4 980,718
Lyhanska,1993,30-34,2 875,364
Lyhanska,1993,35-39,1 006,135
Lyhanska,1993,40-44,177,34
Lyhanska,1993,45-49,6,0
Lyhanska,1993,50-54,0,0
Lyhanska,1993,55 and older,0,0
Lyhanska,1994,before 15,0,0
Lyhanska,1994,15-19,4 456,988
Lyhanska,1994,20-24,8 376,1 545
Lyhanska,1994,25-29,4 111,707
Lyhanska,1994,30-34,2 316,326
Lyhanska,1994,35-39,882,143
Lyhanska,1994,40-44,159,23
Lyhanska,1994,45-49,5,3
Lyhanska,1994,50-54,0,0
Lyhanska,1994,55 and older,0,0
Lyhanska,1995,before 15,8,4
Lyhanska,1995,15-19,4 324,957
Lyhanska,1995,20-24,7 686,1 416
Lyhanska,1995,25-29,3 617,662
Lyhanska,1995,30-34,1 940,278
Lyhanska,1995,35-39,768,108
Lyhanska,1995,40-44,121,21
Lyhanska,1995,45-49,4,2
Lyhanska,1995,50-54,0,0
Lyhanska,1995,55 and older,0,0
Lyhanska,1996,before 15,8,1
Lyhanska,1996,15-19,3 853,848
Lyhanska,1996,20-24,7 291,1 260
Lyhanska,1996,25-29,3 295,537
Lyhanska,1996,30-34,1 653,270
Lyhanska,1996,35-39,677,92
Lyhanska,1996,40-44,105,16
Lyhanska,1996,45-49,4,1
Lyhanska,1996,50-54,0,0
Lyhanska,1996,55 and older,0,0
Lyhanska,1997,before 15,7,1
Lyhanska,1997,15-19,3 320,781
Lyhanska,1997,20-24,6 578,1 212
Lyhanska,1997,25-29,3 236,610
Lyhanska,1997,30-34,1 421,245
Lyhanska,1997,35-39,621,105
Lyhanska,1997,40-44,105,20
Lyhanska,1997,45-49,5,2
Lyhanska,1997,50-54,1,0
Lyhanska,1997,55 and older,0,0
Lyhanska,1998,before 15,5,2
Lyhanska,1998,15-19,3 191,736
Lyhanska,1998,20-24,6 428,1 141
Lyhanska,1998,25-29,3 269,538
Lyhanska,1998,30-34,1 379,242
Lyhanska,1998,35-39,597,104
Lyhanska,1998,40-44,103,17
Lyhanska,1998,45-49,6,2
Lyhanska,1998,50-54,0,0
Lyhanska,1998,55 and older,0,0
Lyhanska,1999,before 15,8,0
Lyhanska,1999,15-19,2 603,601
Lyhanska,1999,20-24,6 034,1 027
Lyhanska,1999,25-29,3 018,521
Lyhanska,1999,30-34,1 338,217
Lyhanska,1999,35-39,537,84
Lyhanska,1999,40-44,101,14
Lyhanska,1999,45-49,5,1
Lyhanska,1999,50-54,0,0
Lyhanska,1999,55 and older,0,0
Lyhanska,2000,before 15,3,1
Lyhanska,2000,15-19,2 389,584
Lyhanska,2000,20-24,6 211,1 022
Lyhanska,2000,25-29,3 079,493
Lyhanska,2000,30-34,1 344,227
Lyhanska,2000,35-39,481,70
Lyhanska,2000,40-44,94,22
Lyhanska,2000,45-49,3,2
Lyhanska,2000,50-54,0,0
Lyhanska,2000,55 and older,0,0
Lyhanska,2001,before 15,4,1
Lyhanska,2001,15-19,2 289,529
Lyhanska,2001,20-24,5 970,946
Lyhanska,2001,25-29,3 314,562
Lyhanska,2001,30-34,1 410,200
Lyhanska,2001,35-39,466,71
Lyhanska,2001,40-44,123,23
Lyhanska,2001,45-49,4,0
Lyhanska,2001,50-54,0,0
Lyhanska,2001,55 and older,0,0
Lyhanska,2002,before 15,2,1
Lyhanska,2002,15-19,2 122,522
Lyhanska,2002,20-24,6 049,1 001
Lyhanska,2002,25-29,3 659,568
Lyhanska,2002,30-34,1 593,241
Lyhanska,2002,35-39,515,94
Lyhanska,2002,40-44,103,28
Lyhanska,2002,45-49,7,2
Lyhanska,2002,50-54,0,0
Lyhanska,2002,55 and older,0,0
Lyhanska,2003,before 15,4,2
Lyhanska,2003,15-19,2 129,506
Lyhanska,2003,20-24,6 240,1 063
Lyhanska,2003,25-29,3 932,595
Lyhanska,2003,30-34,1 915,274
Lyhanska,2003,35-39,570,96
Lyhanska,2003,40-44,119,17
Lyhanska,2003,45-49,5,0
Lyhanska,2003,50-54,0,0
Lyhanska,2003,55 and older,0,0
Lyhanska,2004,before 15,4,0
Lyhanska,2004,15-19,2 013,456
Lyhanska,2004,20-24,6 562,939
Lyhanska,2004,25-29,4 223,559
Lyhanska,2004,30-34,1 950,243
Lyhanska,2004,35-39,628,97
Lyhanska,2004,40-44,119,24
Lyhanska,2004,45-49,8,1
Lyhanska,2004,50-54,0,0
Lyhanska,2004,55 and older,0,0
Lyhanska,2005,before 15,3,1
Lyhanska,2005,15-19,1 886,448
Lyhanska,2005,20-24,6 389,964
Lyhanska,2005,25-29,4 230,579
Lyhanska,2005,30-34,2 168,263
Lyhanska,2005,35-39,665,93
Lyhanska,2005,40-44,141,17
Lyhanska,2005,45-49,2,0
Lyhanska,2005,50-54,0,0
Lyhanska,2005,55 and older,0,0
Lyhanska,2006,before 15,3,1
Lyhanska,2006,15-19,2 079,426
Lyhanska,2006,20-24,6 773,977
Lyhanska,2006,25-29,4 975,692
Lyhanska,2006,30-34,2 490,332
Lyhanska,2006,35-39,771,97
Lyhanska,2006,40-44,148,26
Lyhanska,2006,45-49,6,0
Lyhanska,2006,50-54,0,0
Lyhanska,2006,55 and older,0,0
Lyhanska,2007,before 15,6,0
Lyhanska,2007,15-19,1 830,406
Lyhanska,2007,20-24,6 702,1 083
Lyhanska,2007,25-29,5 358,716
Lyhanska,2007,30-34,2 702,330
Lyhanska,2007,35-39,877,109
Lyhanska,2007,40-44,124,24
Lyhanska,2007,45-49,1,1
Lyhanska,2007,50-54,0,0
Lyhanska,2007,55 and older,0,0
Lyhanska,2008,before 15,4,3
Lyhanska,2008,15-19,1 720,398
Lyhanska,2008,20-24,7 230,1 130
Lyhanska,2008,25-29,6 056,703
Lyhanska,2008,30-34,3 147,374
Lyhanska,2008,35-39,1 114,140
Lyhanska,2008,40-44,174,30
Lyhanska,2008,45-49,2,2
Lyhanska,2008,50-54,0,0
Lyhanska,2008,55 and older,0,0
Lyhanska,2009,before 15,9,1
Lyhanska,2009,15-19,1 621,386
Lyhanska,2009,20-24,6 490,1 100
Lyhanska,2009,25-29,6 029,702
Lyhanska,2009,30-34,3 316,398
Lyhanska,2009,35-39,1 204,121
Lyhanska,2009,40-44,201,38
Lyhanska,2009,45-49,5,2
Lyhanska,2009,50-54,0,0
Lyhanska,2009,55 and older,0,0
Lyhanska,2010,before 15,2,1
Lyhanska,2010,15-19,1 397,372
Lyhanska,2010,20-24,5 924,1 051
Lyhanska,2010,25-29,5 988,789
Lyhanska,2010,30-34,3 316,452
Lyhanska,2010,35-39,1 226,175
Lyhanska,2010,40-44,174,38
Lyhanska,2010,45-49,9,2
Lyhanska,2010,50-54,0,0
Lyhanska,2010,55 and older,0,0
Lyhanska,2011,before 15,1,0
Lyhanska,2011,15-19,1 234,350
Lyhanska,2011,20-24,5 578,1 000
Lyhanska,2011,25-29,6 326,808
Lyhanska,2011,30-34,3 625,455
Lyhanska,2011,35-39,1 436,180
Lyhanska,2011,40-44,249,26
Lyhanska,2011,45-49,8,0
Lyhanska,2011,50-54,2,0
Lyhanska,2011,55 and older,0,0
Lyhanska,2012,before 15,3,0
Lyhanska,2012,15-19,1 116,299
Lyhanska,2012,20-24,5 297,960
Lyhanska,2012,25-29,6 734,859
Lyhanska,2012,30-34,4 048,462
Lyhanska,2012,35-39,1 482,177
Lyhanska,2012,40-44,232,25
Lyhanska,2012,45-49,8,0
Lyhanska,2012,50-54,0,0
Lyhanska,2012,55 and older,0,0
Lyhanska,2013,before 15,5,0
Lyhanska,2013,15-19,1 011,254
Lyhanska,2013,20-24,4 763,925
Lyhanska,2013,25-29,6 355,752
Lyhanska,2013,30-34,3 971,448
Lyhanska,2013,35-39,1 533,185
Lyhanska,2013,40-44,272,24
Lyhanska,2013,45-49,10,1
Lyhanska,2013,50-54,0,0
Lyhanska,2013,55 and older,0,0
Lyhanska,2014,before 15,2,2
Lyhanska,2014,15-19,538,192
Lyhanska,2014,20-24,2 375,624
Lyhanska,2014,25-29,3 387,576
Lyhanska,2014,30-34,2 299,333
Lyhanska,2014,35-39,876,154
Lyhanska,2014,40-44,143,34
Lyhanska,2014,45-49,4,2
Lyhanska,2014,50-54,0,0
Lyhanska,2014,55 and older,0,0
Lyhanska,2015,before 15,0,0
Lyhanska,2015,15-19,201,118
Lyhanska,2015,20-24,968,442
Lyhanska,2015,25-29,1 397,390
Lyhanska,2015,30-34,964,245
Lyhanska,2015,35-39,389,122
Lyhanska,2015,40-44,60,23
Lyhanska,2015,45-49,2,0
Lyhanska,2015,50-54,0,0
Lyhanska,2015,55 and older,0,0
Lyhanska,2016,before 15,0,0
Lyhanska,2016,15-19,215,140
Lyhanska,2016,20-24,1 168,471
Lyhanska,2016,25-29,1 714,452
Lyhanska,2016,30-34,1 296,237
Lyhanska,2016,35-39,545,105
Lyhanska,2016,40-44,102,27
Lyhanska,2016,45-49,2,1
Lyhanska,2016,50-54,0,0
Lyhanska,2016,55 and older,0,0
Lyhanska,2017,before 15,1,0
Lyhanska,2017,15-19,187,124
Lyhanska,2017,20-24,978,367
Lyhanska,2017,25-29,1 516,405
Lyhanska,2017,30-34,1 331,252
